KSPO_010_12x407x453,półka - poziom,PC mat,352 zł,,,,374,x,420
KSPO_011_12x407x512,półka - poziom,PC mat,389 zł,,,,374,x,479
KSPO_012_12x407x556,półka - poziom,PC mat,417 zł,,,,374,x,523
KSPO_013_12x407x762,półka - poziom,PC mat,544 zł,,,,374,x,729
KSPO_014_12x362x556,półka - poziom,PC mat,385 zł,,,,329,x,523
KSPO_015_12x407x373,półka - poziom,PC mat,308 zł,,,,374,x,340
KSPO_016_12x362x112,półka - poziom,PC mat,132 zł,,,,329,x,86
KSPO_017_12x362x625,półka - poziom,PC mat,426 zł,,,,329,x,592
,,,,,,,Profil 1,x,Profil 2
KSPO_001_12x362x262,półka - poziom,PC polysk,271 zł,,,,329,x,229
KSPO_002_12x362x362,półka - poziom,PC polysk,348 zł,,,,329,x,329
KSPO_003_12x362x407,półka - poziom,PC polysk,383 zł,,,,329,x,374
KSPO_004_12x362x453,półka - poziom,PC polysk,420 zł,,,,329,x,420
KSPO_005_12x362x512,półka - poziom,PC polysk,466 zł,,,,329,x,479
KSPO_006_12x362x556,półka - poziom,PC polysk,501 zł,,,,329,x,523
KSPO_007_12x362x762,półka - poziom,PC polysk,662 zł,,,,329,x,729
KSPO_008_12x407x262,półka - poziom,PC polysk,298 zł,,,,374,x,229
KSPO_009_12x407x407,półka - poziom,PC polysk,422 zł,,,,374,x,374
KSPO_010_12x407x453,półka - poziom,PC polysk,463 zł,,,,374,x,420
KSPO_011_12x407x512,półka - poziom,PC polysk,514 zł,,,,374,x,479
KSPO_012_12x407x556,półka - poziom,PC polysk,551 zł,,,,374,x,523
KSPO_013_12x407x762,półka - poziom,PC polysk,730 zł,,,,374,x,729
KSPO_014_12x362x556,półka - poziom,PC polysk,509 zł,,,,329,x,523
KSPO_015_12x407x373,półka - poziom,PC polysk,400 zł,,,,374,x,340
KSPO_016_12x362x112,półka - poziom,PC polysk,158 zł,,,,329,x,86
KSPO_017_12x362x625,półka - poziom,PC polysk,562 zł,,,,329,x,592
,,,,,,,Profil 1,x,Profil 2
KSPO_001_12x362x262,półka - poziom,fornir dab mat,276 zł,,,,329,x,229
KSPO_002_12x362x362,półka - poziom,fornir dab mat,358 zł,,,,329,x,329
KSPO_003_12x362x407,półka - poziom,fornir dab mat,393 zł,,,,329,x,374
KSPO_004_12x362x453,półka - poziom,fornir dab mat,429 zł,,,,329,x,420
KSPO_005_12x362x512,półka - poziom,fornir dab mat,477 zł,,,,329,x,479
KSPO_006_12x362x556,półka - poziom,fornir dab mat,512 zł,,,,329,x,523
KSPO_007_12x362x762,półka - poziom,fornir dab mat,679 zł,,,,329,x,729
KSPO_008_12x407x262,półka - poziom,fornir dab mat,304 zł,,,,374,x,229
KSPO_009_12x407x407,półka - poziom,fornir dab mat,433 zł,,,,374,x,374
KSPO_010_12x407x453,półka - poziom,fornir dab mat,474 zł,,,,374,x,420
KSPO_011_12x407x512,półka - poziom,fornir dab mat,527 zł,,,,374,x,479
KSPO_012_12x407x556,półka - poziom,fornir dab mat,566 zł,,,,374,x,523
KSPO_013_12x407x762,półka - poziom,fornir dab mat,749 zł,,,,374,x,729
KSPO_014_12x362x556,półka - poziom,fornir dab mat,522 zł,,,,329,x,523
KSPO_015_12x407x373,półka - poziom,fornir dab mat,409 zł,,,,374,x,340
KSPO_016_12x362x112,półka - poziom,fornir dab mat,160 zł,,,,329,x,86
KSPO_017_12x362x625,półka - poziom,fornir dab mat,577 zł,,,,329,x,592
,,,,,,,Profil 1,x,Profil 2
KSPO_001_12x362x262,półka - poziom,fornir orzech mat,291 zł,,,,329,x,229
KSPO_002_12x362x362,półka - poziom,fornir orzech mat,378 zł,,,,329,x,329
KSPO_003_12x362x407,półka - poziom,fornir orzech mat,417 zł,,,,329,x,374
KSPO_004_12x362x453,półka - poziom,fornir orzech mat,457 zł,,,,329,x,420
KSPO_005_12x362x512,półka - poziom,fornir orzech mat,509 zł,,,,329,x,479
KSPO_006_12x362x556,półka - poziom,fornir orzech mat,546 zł,,,,329,x,523
KSPO_007_12x362x762,półka - poziom,fornir orzech mat,725 zł,,,,329,x,729
KSPO_008_12x407x262,półka - poziom,fornir orzech mat,321 zł,,,,374,x,229
KSPO_009_12x407x407,półka - poziom,fornir orzech mat,472 zł,,,,374,x,374
KSPO_010_12x407x453,półka - poziom,fornir orzech mat,503 zł,,,,374,x,420
KSPO_011_12x407x512,półka - poziom,fornir orzech mat,560 zł,,,,374,x,479
KSPO_012_12x407x556,półka - poziom,fornir orzech mat,603 zł,,,,374,x,523
KSPO_013_12x407x762,półka - poziom,fornir orzech mat,800 zł,,,,374,x,729
KSPO_014_12x362x556,półka - poziom,fornir orzech mat,555 zł,,,,329,x,523
KSPO_015_12x407x373,półka - poziom,fornir orzech mat,435 zł,,,,374,x,340
KSPO_016_12x362x112,półka - poziom,fornir orzech mat,167 zł,,,,329,x,86
KSPO_017_12x362x625,półka - poziom,fornir orzech mat,614 zł,,,,329,x,592
,,,,,,,Profil 1,x,Profil 2
KSPO_001_12x362x262,półka - poziom,fornir orzech polysk,450 zł,,,,329,x,229
KSPO_002_12x362x362,półka - poziom,fornir orzech polysk,597 zł,,,,329,x,329
KSPO_003_12x362x407,półka - poziom,fornir orzech polysk,664 zł,,,,329,x,374
KSPO_004_12x362x453,półka - poziom,fornir orzech polysk,730 zł,,,,329,x,420
KSPO_005_12x362x512,półka - poziom,fornir orzech polysk,819 zł,,,,329,x,479
KSPO_006_12x362x556,półka - poziom,fornir orzech polysk,883 zł,,,,329,x,523
KSPO_007_12x362x762,półka - poziom,fornir orzech polysk,1 186 zł,,,,329,x,729
KSPO_008_12x407x262,półka - poziom,fornir orzech polysk,498 zł,,,,374,x,229
KSPO_009_12x407x407,półka - poziom,fornir orzech polysk,738 zł,,,,374,x,374
KSPO_010_12x407x453,półka - poziom,fornir orzech polysk,813 zł,,,,374,x,420
KSPO_011_12x407x512,półka - poziom,fornir orzech polysk,909 zł,,,,374,x,479
KSPO_012_12x407x556,półka - poziom,fornir orzech polysk,981 zł,,,,374,x,523
KSPO_013_12x407x762,półka - poziom,fornir orzech polysk,1 321 zł,,,,374,x,729
KSPO_014_12x362x556,półka - poziom,fornir orzech polysk,898 zł,,,,329,x,523
KSPO_015_12x407x373,półka - poziom,fornir orzech polysk,693 zł,,,,374,x,340
KSPO_016_12x362x112,półka - poziom,fornir orzech polysk,236 zł,,,,329,x,86
KSPO_017_12x362x625,półka - poziom,fornir orzech polysk,1 000 zł,,,,329,x,592
,,,,W jaki moduł wchodzi,,,,,
,,,,szerokość (profil),x,wysokosc (profil),x,głębokość (profil),
KSZ_001,Szuflada zewnętrzna,PC mat,1 069 zł,229,x,79,x,329 i 374,
KSZ_002,Szuflada zewnętrzna,PC mat,1 115 zł,329,x,79,x,329 i 374,
KSZ_003,Szuflada zewnętrzna,PC mat,1 135 zł,374,x,79,x,329 i 374,
KSZ_004,Szuflada zewnętrzna,PC mat,1 155 zł,420,x,79,x,329 i 374,
KSZ_005,Szuflada zewnętrzna,PC mat,1 181 zł,479,x,79,x,329 i 374,
KSZ_006,Szuflada zewnętrzna,PC mat,1 202 zł,523,x,79,x,329 i 374,
KSZ_007,Szuflada zewnętrzna,PC mat,1 296 zł,729,x,79,x,329 i 374,
KSZ_008,Szuflada zewnętrzna,PC mat,1 109 zł,229,x,154,x,329 i 374,
KSZ_009,Szuflada zewnętrzna,PC mat,1 165 zł,329,x,154,x,329 i 374,
KSZ_010,Szuflada zewnętrzna,PC mat,1 189 zł,374,x,154,x,329 i 374,
KSZ_011,Szuflada zewnętrzna,PC mat,1 215 zł,420,x,154,x,329 i 374,
KSZ_012,Szuflada zewnętrzna,PC mat,1 248 zł,479,x,154,x,329 i 374,
KSZ_013,Szuflada zewnętrzna,PC mat,1 272 zł,523,x,154,x,329 i 374,
KSZ_014,Szuflada zewnętrzna,PC mat,1 388 zł,729,x,154,x,329 i 374,
KSZ_015,Szuflada zewnętrzna,PC mat,1 146 zł,229,x,229,x,329 i 374,
KSZ_016,Szuflada zewnętrzna,PC mat,1 211 zł,329,x,229,x,329 i 374,
KSZ_017,Szuflada zewnętrzna,PC mat,1 240 zł,374,x,229,x,329 i 374,
KSZ_018,Szuflada zewnętrzna,PC mat,1 270 zł,420,x,229,x,329 i 374,
KSZ_019,Szuflada zewnętrzna,PC mat,1 307 zł,479,x,229,x,329 i 374,
KSZ_020,Szuflada zewnętrzna,PC mat,1 334 zł,523,x,229,x,329 i 374,
KSZ_021,Szuflada zewnętrzna,PC mat,1 467 zł,729,x,229,x,329 i 374,
KSZ_022,Szuflada zewnętrzna,PC mat,1 200 zł,229,x,329,x,329 i 374,
KSZ_023,Szuflada zewnętrzna,PC mat,1 275 zł,329,x,329,x,329 i 374,
KSZ_024,Szuflada zewnętrzna,PC mat,1 310 zł,374,x,329,x,329 i 374,
KSZ_025,Szuflada zewnętrzna,PC mat,1 346 zł,420,x,329,x,329 i 374,
KSZ_026,Szuflada zewnętrzna,PC mat,1 392 zł,479,x,329,x,329 i 374,
KSZ_027,Szuflada zewnętrzna,PC mat,1 425 zł,523,x,329,x,329 i 374,
KSZ_028,Szuflada zewnętrzna,PC mat,1 584 zł,729,x,329,x,329 i 374,
KSZ_029,Szuflada zewnętrzna,PC mat,1 226 zł,229,x,374,x,329 i 374,
KSZ_030,Szuflada zewnętrzna,PC mat,1 309 zł,329,x,374,x,329 i 374,
KSZ_031,Szuflada zewnętrzna,PC mat,1 346 zł,374,x,374,x,329 i 374,
KSZ_032,Szuflada zewnętrzna,PC mat,1 382 zł,420,x,374,x,329 i 374,
KSZ_033,Szuflada zewnętrzna,PC mat,1 432 zł,479,x,374,x,329 i 374,
KSZ_034,Szuflada zewnętrzna,PC mat,1 469 zł,523,x,374,x,329 i 374,
KSZ_035,Szuflada zewnętrzna,PC mat,1 639 zł,729,x,374,x,329 i 374,
KSZ_036,Szuflada zewnętrzna,PC mat,1 259 zł,229,x,420,x,329 i 374,
KSZ_037,Szuflada zewnętrzna,PC mat,1 349 zł,329,x,420,x,329 i 374,
KSZ_038,Szuflada zewnętrzna,PC mat,1 390 zł,374,x,420,x,329 i 374,
KSZ_039,Szuflada zewnętrzna,PC mat,1 430 zł,420,x,420,x,329 i 374,
KSZ_040,Szuflada zewnętrzna,PC mat,1 482 zł,479,x,420,x,329 i 374,
KSZ_041,Szuflada zewnętrzna,PC mat,1 523 zł,523,x,420,x,329 i 374,
KSZ_042,Szuflada zewnętrzna,PC mat,1 705 zł,729,x,420,x,329 i 374,
,,,,szerokość (profil),x,wysokosc (profil),x,głębokość (profil),
KSZ_001,Szuflada zewnętrzna,PC polysk,1 069 zł,229,x,79,x,329 i 374,
KSZ_002,Szuflada zewnętrzna,PC polysk,1 115 zł,329,x,79,x,329 i 374,
KSZ_003,Szuflada zewnętrzna,PC polysk,1 135 zł,374,x,79,x,329 i 374,
KSZ_004,Szuflada zewnętrzna,PC polysk,1 155 zł,420,x,79,x,329 i 374,
KSZ_005,Szuflada zewnętrzna,PC polysk,1 181 zł,479,x,79,x,329 i 374,
KSZ_006,Szuflada zewnętrzna,PC polysk,1 202 zł,523,x,79,x,329 i 374,
KSZ_007,Szuflada zewnętrzna,PC polysk,1 296 zł,729,x,79,x,329 i 374,
KSZ_008,Szuflada zewnętrzna,PC polysk,1 109 zł,229,x,154,x,329 i 374,
KSZ_009,Szuflada zewnętrzna,PC polysk,1 165 zł,329,x,154,x,329 i 374,
KSZ_010,Szuflada zewnętrzna,PC polysk,1 189 zł,374,x,154,x,329 i 374,
KSZ_011,Szuflada zewnętrzna,PC polysk,1 215 zł,420,x,154,x,329 i 374,
KSZ_012,Szuflada zewnętrzna,PC polysk,1 248 zł,479,x,154,x,329 i 374,
KSZ_013,Szuflada zewnętrzna,PC polysk,1 272 zł,523,x,154,x,329 i 374,
KSZ_014,Szuflada zewnętrzna,PC polysk,1 388 zł,729,x,154,x,329 i 374,
KSZ_015,Szuflada zewnętrzna,PC polysk,1 146 zł,229,x,229,x,329 i 374,
KSZ_016,Szuflada zewnętrzna,PC polysk,1 211 zł,329,x,229,x,329 i 374,
KSZ_017,Szuflada zewnętrzna,PC polysk,1 240 zł,374,x,229,x,329 i 374,
KSZ_018,Szuflada zewnętrzna,PC polysk,1 270 zł,420,x,229,x,329 i 374,
KSZ_019,Szuflada zewnętrzna,PC polysk,1 307 zł,479,x,229,x,329 i 374,
KSZ_020,Szuflada zewnętrzna,PC polysk,1 334 zł,523,x,229,x,329 i 374,
KSZ_021,Szuflada zewnętrzna,PC polysk,1 467 zł,729,x,229,x,329 i 374,
KSZ_022,Szuflada zewnętrzna,PC polysk,1 200 zł,229,x,329,x,329 i 374,
KSZ_023,Szuflada zewnętrzna,PC polysk,1 275 zł,329,x,329,x,329 i 374,
KSZ_024,Szuflada zewnętrzna,PC polysk,1 310 zł,374,x,329,x,329 i 374,
KSZ_025,Szuflada zewnętrzna,PC polysk,1 346 zł,420,x,329,x,329 i 374,
KSZ_026,Szuflada zewnętrzna,PC polysk,1 392 zł,479,x,329,x,329 i 374,
KSZ_027,Szuflada zewnętrzna,PC polysk,1 425 zł,523,x,329,x,329 i 374,
KSZ_028,Szuflada zewnętrzna,PC polysk,1 584 zł,729,x,329,x,329 i 374,
KSZ_029,Szuflada zewnętrzna,PC polysk,1 226 zł,229,x,374,x,329 i 374,
KSZ_030,Szuflada zewnętrzna,PC polysk,1 309 zł,329,x,374,x,329 i 374,
KSZ_031,Szuflada zewnętrzna,PC polysk,1 346 zł,374,x,374,x,329 i 374,
KSZ_032,Szuflada zewnętrzna,PC polysk,1 382 zł,420,x,374,x,329 i 374,
KSZ_033,Szuflada zewnętrzna,PC polysk,1 432 zł,479,x,374,x,329 i 374,
KSZ_034,Szuflada zewnętrzna,PC polysk,1 469 zł,523,x,374,x,329 i 374,
KSZ_035,Szuflada zewnętrzna,PC polysk,1 639 zł,729,x,374,x,329 i 374,
KSZ_036,Szuflada zewnętrzna,PC polysk,1 259 zł,229,x,420,x,329 i 374,
KSZ_037,Szuflada zewnętrzna,PC polysk,1 349 zł,329,x,420,x,329 i 374,
KSZ_038,Szuflada zewnętrzna,PC polysk,1 390 zł,374,x,420,x,329 i 374,
KSZ_039,Szuflada zewnętrzna,PC polysk,1 430 zł,420,x,420,x,329 i 374,
KSZ_040,Szuflada zewnętrzna,PC polysk,1 482 zł,479,x,420,x,329 i 374,
KSZ_041,Szuflada zewnętrzna,PC polysk,1 523 zł,523,x,420,x,329 i 374,
KSZ_042,Szuflada zewnętrzna,PC polysk,1 705 zł,729,x,420,x,329 i 374,
,,,,szerokość (profil),x,wysokosc (profil),x,głębokość (profil),
KSZ_001,Szuflada zewnętrzna,fornir dab mat,"1 099,00 zł",229,x,79,x,329 i 374,
KSZ_002,Szuflada zewnętrzna,fornir dab mat,"1 156,00 zł",329,x,79,x,329 i 374,
KSZ_003,Szuflada zewnętrzna,fornir dab mat,"1 182,00 zł",374,x,79,x,329 i 374,
KSZ_004,Szuflada zewnętrzna,fornir dab mat,"1 208,00 zł",420,x,79,x,329 i 374,
KSZ_005,Szuflada zewnętrzna,fornir dab mat,"1 242,00 zł",479,x,79,x,329 i 374,
KSZ_006,Szuflada zewnętrzna,fornir dab mat,"1 267,00 zł",523,x,79,x,329 i 374,
KSZ_007,Szuflada zewnętrzna,fornir dab mat,"1 384,00 zł",729,x,79,x,329 i 374,
KSZ_008,Szuflada zewnętrzna,fornir dab mat,"1 161,00 zł",229,x,154,x,329 i 374,
KSZ_009,Szuflada zewnętrzna,fornir dab mat,"1 236,00 zł",329,x,154,x,329 i 374,
KSZ_010,Szuflada zewnętrzna,fornir dab mat,"1 269,00 zł",374,x,154,x,329 i 374,
KSZ_011,Szuflada zewnętrzna,fornir dab mat,"1 303,00 zł",420,x,154,x,329 i 374,
KSZ_012,Szuflada zewnętrzna,fornir dab mat,"1 347,00 zł",479,x,154,x,329 i 374,
KSZ_013,Szuflada zewnętrzna,fornir dab mat,"1 380,00 zł",523,x,154,x,329 i 374,
KSZ_014,Szuflada zewnętrzna,fornir dab mat,"1 538,00 zł",729,x,154,x,329 i 374,
KSZ_015,Szuflada zewnętrzna,fornir dab mat,"1 218,00 zł",229,x,229,x,329 i 374,
KSZ_016,Szuflada zewnętrzna,fornir dab mat,"1 310,00 zł",329,x,229,x,329 i 374,
KSZ_017,Szuflada zewnętrzna,fornir dab mat,"1 351,00 zł",374,x,229,x,329 i 374,
KSZ_018,Szuflada zewnętrzna,fornir dab mat,"1 393,00 zł",420,x,229,x,329 i 374,
KSZ_019,Szuflada zewnętrzna,fornir dab mat,"1 448,00 zł",479,x,229,x,329 i 374,
KSZ_020,Szuflada zewnętrzna,fornir dab mat,"1 488,00 zł",523,x,229,x,329 i 374,
KSZ_021,Szuflada zewnętrzna,fornir dab mat,"1 677,00 zł",729,x,229,x,329 i 374,
KSZ_022,Szuflada zewnętrzna,fornir dab mat,"1 298,00 zł",229,x,329,x,329 i 374,
KSZ_023,Szuflada zewnętrzna,fornir dab mat,"1 413,00 zł",329,x,329,x,329 i 374,
KSZ_024,Szuflada zewnętrzna,fornir dab mat,"1 465,00 zł",374,x,329,x,329 i 374,
KSZ_025,Szuflada zewnętrzna,fornir dab mat,"1 518,00 zł",420,x,329,x,329 i 374,
KSZ_026,Szuflada zewnętrzna,fornir dab mat,"1 585,00 zł",479,x,329,x,329 i 374,
KSZ_027,Szuflada zewnętrzna,fornir dab mat,"1 636,00 zł",523,x,329,x,329 i 374,
KSZ_028,Szuflada zewnętrzna,fornir dab mat,"1 873,00 zł",729,x,329,x,329 i 374,
KSZ_029,Szuflada zewnętrzna,fornir dab mat,"1 337,00 zł",229,x,374,x,329 i 374,
KSZ_030,Szuflada zewnętrzna,fornir dab mat,"1 462,00 zł",329,x,374,x,329 i 374,
KSZ_031,Szuflada zewnętrzna,fornir dab mat,"1 519,00 zł",374,x,374,x,329 i 374,
KSZ_032,Szuflada zewnętrzna,fornir dab mat,"1 577,00 zł",420,x,374,x,329 i 374,
KSZ_033,Szuflada zewnętrzna,fornir dab mat,"1 651,00 zł",479,x,374,x,329 i 374,
KSZ_034,Szuflada zewnętrzna,fornir dab mat,"1 706,00 zł",523,x,374,x,329 i 374,
KSZ_035,Szuflada zewnętrzna,fornir dab mat,"1 964,00 zł",729,x,374,x,329 i 374,
KSZ_036,Szuflada zewnętrzna,fornir dab mat,"1 384,00 zł",229,x,420,x,329 i 374,
KSZ_037,Szuflada zewnętrzna,fornir dab mat,"1 521,00 zł",329,x,420,x,329 i 374,
KSZ_038,Szuflada zewnętrzna,fornir dab mat,"1 582,00 zł",374,x,420,x,329 i 374,
KSZ_039,Szuflada zewnętrzna,fornir dab mat,"1 645,00 zł",420,x,420,x,329 i 374,
KSZ_040,Szuflada zewnętrzna,fornir dab mat,"1 726,00 zł",479,x,420,x,329 i 374,
KSZ_041,Szuflada zewnętrzna,fornir dab mat,"1 786,00 zł",523,x,420,x,329 i 374,
KSZ_042,Szuflada zewnętrzna,fornir dab mat,"2 068,00 zł",729,x,420,x,329 i 374,
,,,,szerokość (profil),x,wysokosc (profil),x,głębokość (profil),
KSZ_001,Szuflada zewnętrzna,fornir orzech mat,1 105 zł,229,x,79,x,329 i 374,
KSZ_002,Szuflada zewnętrzna,fornir orzech mat,1 164 zł,329,x,79,x,329 i 374,
KSZ_003,Szuflada zewnętrzna,fornir orzech mat,1 191 zł,374,x,79,x,329 i 374,
KSZ_004,Szuflada zewnętrzna,fornir orzech mat,1 218 zł,420,x,79,x,329 i 374,
KSZ_005,Szuflada zewnętrzna,fornir orzech mat,1 253 zł,479,x,79,x,329 i 374,
KSZ_006,Szuflada zewnętrzna,fornir orzech mat,1 279 zł,523,x,79,x,329 i 374,
KSZ_007,Szuflada zewnętrzna,fornir orzech mat,1 401 zł,729,x,79,x,329 i 374,
KSZ_008,Szuflada zewnętrzna,fornir orzech mat,1 171 zł,229,x,154,x,329 i 374,
KSZ_009,Szuflada zewnętrzna,fornir orzech mat,1 249 zł,329,x,154,x,329 i 374,
KSZ_010,Szuflada zewnętrzna,fornir orzech mat,1 284 zł,374,x,154,x,329 i 374,
KSZ_011,Szuflada zewnętrzna,fornir orzech mat,1 320 zł,420,x,154,x,329 i 374,
KSZ_012,Szuflada zewnętrzna,fornir orzech mat,1 366 zł,479,x,154,x,329 i 374,
KSZ_013,Szuflada zewnętrzna,fornir orzech mat,1 401 zł,523,x,154,x,329 i 374,
KSZ_014,Szuflada zewnętrzna,fornir orzech mat,1 566 zł,729,x,154,x,329 i 374,
KSZ_015,Szuflada zewnętrzna,fornir orzech mat,1 232 zł,229,x,229,x,329 i 374,
KSZ_016,Szuflada zewnętrzna,fornir orzech mat,1 329 zł,329,x,229,x,329 i 374,
KSZ_017,Szuflada zewnętrzna,fornir orzech mat,1 373 zł,374,x,229,x,329 i 374,
KSZ_018,Szuflada zewnętrzna,fornir orzech mat,1 417 zł,420,x,229,x,329 i 374,
KSZ_019,Szuflada zewnętrzna,fornir orzech mat,1 474 zł,479,x,229,x,329 i 374,
KSZ_020,Szuflada zewnętrzna,fornir orzech mat,1 517 zł,523,x,229,x,329 i 374,
KSZ_021,Szuflada zewnętrzna,fornir orzech mat,1 717 zł,729,x,229,x,329 i 374,
KSZ_022,Szuflada zewnętrzna,fornir orzech mat,1 317 zł,229,x,329,x,329 i 374,
KSZ_023,Szuflada zewnętrzna,fornir orzech mat,1 439 zł,329,x,329,x,329 i 374,
KSZ_024,Szuflada zewnętrzna,fornir orzech mat,1 494 zł,374,x,329,x,329 i 374,
KSZ_025,Szuflada zewnętrzna,fornir orzech mat,1 550 zł,420,x,329,x,329 i 374,
KSZ_026,Szuflada zewnętrzna,fornir orzech mat,1 623 zł,479,x,329,x,329 i 374,
KSZ_027,Szuflada zewnętrzna,fornir orzech mat,1 676 zł,523,x,329,x,329 i 374,
KSZ_028,Szuflada zewnętrzna,fornir orzech mat,1 928 zł,729,x,329,x,329 i 374,
KSZ_029,Szuflada zewnętrzna,fornir orzech mat,1 358 zł,229,x,374,x,329 i 374,
KSZ_030,Szuflada zewnętrzna,fornir orzech mat,1 492 zł,329,x,374,x,329 i 374,
KSZ_031,Szuflada zewnętrzna,fornir orzech mat,1 552 zł,374,x,374,x,329 i 374,
KSZ_032,Szuflada zewnętrzna,fornir orzech mat,1 613 zł,420,x,374,x,329 i 374,
KSZ_033,Szuflada zewnętrzna,fornir orzech mat,1 692 zł,479,x,374,x,329 i 374,
KSZ_034,Szuflada zewnętrzna,fornir orzech mat,1 751 zł,523,x,374,x,329 i 374,
KSZ_035,Szuflada zewnętrzna,fornir orzech mat,2 026 zł,729,x,374,x,329 i 374,
KSZ_036,Szuflada zewnętrzna,fornir orzech mat,1 408 zł,229,x,420,x,329 i 374,
KSZ_037,Szuflada zewnętrzna,fornir orzech mat,1 554 zł,329,x,420,x,329 i 374,
KSZ_038,Szuflada zewnętrzna,fornir orzech mat,1 619 zł,374,x,420,x,329 i 374,
KSZ_039,Szuflada zewnętrzna,fornir orzech mat,1 686 zł,420,x,420,x,329 i 374,
KSZ_040,Szuflada zewnętrzna,fornir orzech mat,1 773 zł,479,x,420,x,329 i 374,
KSZ_041,Szuflada zewnętrzna,fornir orzech mat,1 837 zł,523,x,420,x,329 i 374,
KSZ_042,Szuflada zewnętrzna,fornir orzech mat,2 137 zł,729,x,420,x,329 i 374,
,,,,szerokość (profil),x,wysokosc (profil),x,głębokość (profil),
KSZ_001,Szuflada zewnętrzna,fornir orzech polysk,1 123 zł,229,x,79,x,329 i 374,
KSZ_002,Szuflada zewnętrzna,fornir orzech polysk,1 189 zł,329,x,79,x,329 i 374,
KSZ_003,Szuflada zewnętrzna,fornir orzech polysk,1 218 zł,374,x,79,x,329 i 374,
KSZ_004,Szuflada zewnętrzna,fornir orzech polysk,1 249 zł,420,x,79,x,329 i 374,
KSZ_005,Szuflada zewnętrzna,fornir orzech polysk,1 288 zł,479,x,79,x,329 i 374,
KSZ_006,Szuflada zewnętrzna,fornir orzech polysk,1 317 zł,523,x,79,x,329 i 374,
KSZ_007,Szuflada zewnętrzna,fornir orzech polysk,1 453 zł,729,x,79,x,329 i 374,
KSZ_008,Szuflada zewnętrzna,fornir orzech polysk,1 200 zł,229,x,154,x,329 i 374,
KSZ_009,Szuflada zewnętrzna,fornir orzech polysk,1 290 zł,329,x,154,x,329 i 374,
KSZ_010,Szuflada zewnętrzna,fornir orzech polysk,1 330 zł,374,x,154,x,329 i 374,
KSZ_011,Szuflada zewnętrzna,fornir orzech polysk,1 371 zł,420,x,154,x,329 i 374,
KSZ_012,Szuflada zewnętrzna,fornir orzech polysk,1 424 zł,479,x,154,x,329 i 374,
KSZ_013,Szuflada zewnętrzna,fornir orzech polysk,1 464 zł,523,x,154,x,329 i 374,
KSZ_014,Szuflada zewnętrzna,fornir orzech polysk,1 653 zł,729,x,154,x,329 i 374,
KSZ_015,Szuflada zewnętrzna,fornir orzech polysk,1 274 zł,229,x,229,x,329 i 374,
KSZ_016,Szuflada zewnętrzna,fornir orzech polysk,1 386 zł,329,x,229,x,329 i 374,
KSZ_017,Szuflada zewnętrzna,fornir orzech polysk,1 437 zł,374,x,229,x,329 i 374,
KSZ_018,Szuflada zewnętrzna,fornir orzech polysk,1 489 zł,420,x,229,x,329 i 374,
KSZ_019,Szuflada zewnętrzna,fornir orzech polysk,1 556 zł,479,x,229,x,329 i 374,
KSZ_020,Szuflada zewnętrzna,fornir orzech polysk,1 605 zł,523,x,229,x,329 i 374,
KSZ_021,Szuflada zewnętrzna,fornir orzech polysk,1 838 zł,729,x,229,x,329 i 374,
KSZ_022,Szuflada zewnętrzna,fornir orzech polysk,1 375 zł,229,x,329,x,329 i 374,
KSZ_023,Szuflada zewnętrzna,fornir orzech polysk,1 519 zł,329,x,329,x,329 i 374,
KSZ_024,Szuflada zewnętrzna,fornir orzech polysk,1 584 zł,374,x,329,x,329 i 374,
KSZ_025,Szuflada zewnętrzna,fornir orzech polysk,1 650 zł,420,x,329,x,329 i 374,
KSZ_026,Szuflada zewnętrzna,fornir orzech polysk,1 735 zł,479,x,329,x,329 i 374,
KSZ_027,Szuflada zewnętrzna,fornir orzech polysk,1 798 zł,523,x,329,x,329 i 374,
KSZ_028,Szuflada zewnętrzna,fornir orzech polysk,2 095 zł,729,x,329,x,329 i 374,
KSZ_029,Szuflada zewnętrzna,fornir orzech polysk,1 423 zł,229,x,374,x,329 i 374,
KSZ_030,Szuflada zewnętrzna,fornir orzech polysk,1 581 zł,329,x,374,x,329 i 374,
KSZ_031,Szuflada zewnętrzna,fornir orzech polysk,1 652 zł,374,x,374,x,329 i 374,
KSZ_032,Szuflada zewnętrzna,fornir orzech polysk,1 725 zł,420,x,374,x,329 i 374,
KSZ_033,Szuflada zewnętrzna,fornir orzech polysk,1 819 zł,479,x,374,x,329 i 374,
KSZ_034,Szuflada zewnętrzna,fornir orzech polysk,1 888 zł,523,x,374,x,329 i 374,
KSZ_035,Szuflada zewnętrzna,fornir orzech polysk,2 215 zł,729,x,374,x,329 i 374,
KSZ_036,Szuflada zewnętrzna,fornir orzech polysk,1 479 zł,229,x,420,x,329 i 374,
KSZ_037,Szuflada zewnętrzna,fornir orzech polysk,1 653 zł,329,x,420,x,329 i 374,
KSZ_038,Szuflada zewnętrzna,fornir orzech polysk,1 731 zł,374,x,420,x,329 i 374,
KSZ_039,Szuflada zewnętrzna,fornir orzech polysk,1 811 zł,420,x,420,x,329 i 374,
KSZ_040,Szuflada zewnętrzna,fornir orzech polysk,1 913 zł,479,x,420,x,329 i 374,
KSZ_041,Szuflada zewnętrzna,fornir orzech polysk,1 989 zł,523,x,420,x,329 i 374,
